InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice
INV02998,49342,Rendang,1,03/22/2025 00:00,30.0
INV02999,17698,Bakso,1,03/23/2025 00:00,18.0
INV02999,53359,Es Teh,2,03/23/2025 00:00,5.0
INV03000,87886,Ayam Geprek,3,02/15/2025 00:00,22.0
INV03001,13422,Bakso,1,02/26/2025 00:00,18.0
INV03001,62714,Soto Ayam,3,02/26/2025 00:00,20.0
INV03001,61195,Ayam Geprek,2,02/26/2025 00:00,22.0
INV03001,16181,Sate Ayam,3,02/26/2025 00:00,25.0
INV03002,33103,Ayam Geprek,1,03/27/2025 00:00,22.0
INV03002,77427,Nasi Goreng,1,03/27/2025 00:00,20.0
INV03002,10752,Es Teh,3,03/27/2025 00:00,5.0
INV03002,27920,Mie Ayam,2,03/27/2025 00:00,15.0
INV03002,68203,Soto Ayam,3,03/27/2025 00:00,20.0
INV03003,77873,Mie Ayam,2,03/06/2025 00:00,15.0
INV03003,94933,Sate Ayam,3,03/06/2025 00:00,25.0
INV03003,93717,Jus Alpukat,2,03/06/2025 00:00,10.0
INV03003,98266,Rendang,1,03/06/2025 00:00,30.0
INV03003,32653,Ayam Geprek,3,03/06/2025 00:00,22.0
INV03004,79009,Nasi Goreng,3,02/21/2025 00:00,20.0
INV03004,70903,Rendang,3,02/21/2025 00:00,30.0
INV03004,72665,Sate Ayam,1,02/21/2025 00:00,25.0
INV03004,39479,Kopi Susu,2,02/21/2025 00:00,12.0
INV03004,63468,Ayam Geprek,3,02/21/2025 00:00,22.0
INV03005,33033,Nasi Goreng,3,02/01/2025 00:00,20.0
INV03005,35780,Es Teh,2,02/01/2025 00:00,5.0
INV03006,43414,Nasi Goreng,2,02/01/2025 00:00,20.0
INV03006,13969,Kopi Susu,1,02/01/2025 00:00,12.0
INV03006,45812,Sate Ayam,2,02/01/2025 00:00,25.0
INV03006,46938,Soto Ayam,2,02/01/2025 00:00,20.0
INV03006,65469,Ayam Geprek,2,02/01/2025 00:00,22.0
INV03007,40649,Sate Ayam,2,03/17/2025 00:00,25.0
INV03007,45782,Soto Ayam,2,03/17/2025 00:00,20.0
INV03007,83196,Es Teh,2,03/17/2025 00:00,5.0
INV03007,75851,Bakso,3,03/17/2025 00:00,18.0
INV03008,83307,Nasi Goreng,2,02/15/2025 00:00,20.0
INV03009,14470,Rendang,3,02/02/2025 00:00,30.0
INV03010,75437,Soto Ayam,2,03/07/2025 00:00,20.0
INV03010,76549,Mie Ayam,2,03/07/2025 00:00,15.0
INV03010,79534,Kopi Susu,2,03/07/2025 00:00,12.0
INV03011,75445,Sate Ayam,1,02/26/2025 00:00,25.0
INV03012,83184,Sate Ayam,2,03/19/2025 00:00,25.0
INV03012,28960,Es Teh,2,03/19/2025 00:00,5.0
INV03013,43659,Rendang,3,03/27/2025 00:00,30.0
INV03013,35369,Nasi Goreng,2,03/27/2025 00:00,20.0
INV03013,88028,Jus Alpukat,1,03/27/2025 00:00,10.0
INV03014,69979,Es Teh,3,02/10/2025 00:00,5.0
INV03014,98630,Nasi Goreng,3,02/10/2025 00:00,20.0
INV03014,76372,Rendang,3,02/10/2025 00:00,30.0
INV03015,52456,Bakso,3,03/21/2025 00:00,18.0
INV03015,77333,Rendang,3,03/21/2025 00:00,30.0
INV03015,96681,Jus Alpukat,2,03/21/2025 00:00,10.0
INV03015,52013,Es Teh,2,03/21/2025 00:00,5.0
INV03015,25627,Ayam Geprek,2,03/21/2025 00:00,22.0
INV03016,96055,Jus Alpukat,1,03/05/2025 00:00,10.0
INV03016,70475,Soto Ayam,3,03/05/2025 00:00,20.0
INV03016,43091,Sate Ayam,3,03/05/2025 00:00,25.0
INV03017,85641,Sate Ayam,2,03/25/2025 00:00,25.0
INV03018,95059,Bakso,2,02/14/2025 00:00,18.0
INV03018,60741,Nasi Goreng,3,02/14/2025 00:00,20.0
INV03018,30359,Es Teh,3,02/14/2025 00:00,5.0
INV03019,29103,Rendang,1,02/24/2025 00:00,30.0
INV03019,98844,Mie Ayam,3,02/24/2025 00:00,15.0
INV03020,18416,Jus Alpukat,3,03/01/2025 00:00,10.0
INV03020,90044,Es Teh,1,03/01/2025 00:00,5.0
INV03020,72818,Ayam Geprek,3,03/01/2025 00:00,22.0
INV03020,51054,Rendang,3,03/01/2025 00:00,30.0
INV03020,15899,Bakso,3,03/01/2025 00:00,18.0
INV03021,92098,Nasi Goreng,1,02/22/2025 00:00,20.0
INV03021,32588,Es Teh,3,02/22/2025 00:00,5.0
INV03022,37743,Sate Ayam,3,02/21/2025 00:00,25.0
INV03022,27218,Es Teh,3,02/21/2025 00:00,5.0
INV03023,58593,Kopi Susu,3,03/13/2025 00:00,12.0
INV03023,88565,Nasi Goreng,3,03/13/2025 00:00,20.0
INV03023,60627,Es Teh,2,03/13/2025 00:00,5.0
INV03024,54591,Mie Ayam,3,03/07/2025 00:00,15.0
INV03024,24746,Rendang,1,03/07/2025 00:00,30.0
INV03025,34354,Soto Ayam,3,02/22/2025 00:00,20.0
INV03025,51979,Rendang,3,02/22/2025 00:00,30.0
INV03025,36448,Mie Ayam,2,02/22/2025 00:00,15.0
INV03026,56923,Nasi Goreng,1,02/10/2025 00:00,20.0
INV03026,68280,Rendang,2,02/10/2025 00:00,30.0
INV03026,45224,Kopi Susu,1,02/10/2025 00:00,12.0
INV03026,61434,Ayam Geprek,3,02/10/2025 00:00,22.0
INV03027,78556,Sate Ayam,3,02/02/2025 00:00,25.0
INV03027,91111,Soto Ayam,3,02/02/2025 00:00,20.0
INV03027,33625,Kopi Susu,2,02/02/2025 00:00,12.0
INV03027,66064,Nasi Goreng,3,02/02/2025 00:00,20.0
INV03028,52935,Soto Ayam,1,02/05/2025 00:00,20.0
INV03028,95975,Bakso,1,02/05/2025 00:00,18.0
INV03028,53229,Mie Ayam,3,02/05/2025 00:00,15.0
INV03029,64943,Jus Alpukat,3,02/13/2025 00:00,10.0
INV03029,18269,Mie Ayam,2,02/13/2025 00:00,15.0
INV03029,39936,Nasi Goreng,3,02/13/2025 00:00,20.0
INV03030,13846,Ayam Geprek,2,03/17/2025 00:00,22.0
INV03030,43662,Rendang,2,03/17/2025 00:00,30.0
INV03030,28925,Es Teh,1,03/17/2025 00:00,5.0
INV03030,58787,Nasi Goreng,2,03/17/2025 00:00,20.0
INV03030,69659,Bakso,1,03/17/2025 00:00,18.0
INV03031,54288,Bakso,3,03/19/2025 00:00,18.0
INV03031,51649,Soto Ayam,1,03/19/2025 00:00,20.0
INV03032,59664,Rendang,1,03/08/2025 00:00,30.0
INV03033,10678,Nasi Goreng,1,02/28/2025 00:00,20.0
INV03033,14650,Sate Ayam,3,02/28/2025 00:00,25.0
INV03034,46286,Jus Alpukat,3,03/31/2025 00:00,10.0
INV03035,64945,Sate Ayam,1,02/12/2025 00:00,25.0
INV03035,32158,Jus Alpukat,2,02/12/2025 00:00,10.0
INV03035,27542,Nasi Goreng,2,02/12/2025 00:00,20.0
INV03036,90614,Kopi Susu,3,03/07/2025 00:00,12.0
INV03036,26843,Sate Ayam,3,03/07/2025 00:00,25.0
INV03037,11200,Kopi Susu,3,03/14/2025 00:00,12.0
INV03037,36087,Es Teh,3,03/14/2025 00:00,5.0
INV03037,29756,Soto Ayam,2,03/14/2025 00:00,20.0
INV03037,89590,Sate Ayam,3,03/14/2025 00:00,25.0
INV03038,97287,Es Teh,1,02/11/2025 00:00,5.0
INV03038,97424,Ayam Geprek,1,02/11/2025 00:00,22.0
INV03038,62351,Soto Ayam,3,02/11/2025 00:00,20.0
INV03039,15418,Nasi Goreng,3,02/10/2025 00:00,20.0
INV03039,77951,Ayam Geprek,2,02/10/2025 00:00,22.0
INV03039,85006,Soto Ayam,1,02/10/2025 00:00,20.0
INV03039,24707,Jus Alpukat,1,02/10/2025 00:00,10.0
INV03039,41177,Es Teh,3,02/10/2025 00:00,5.0
INV03040,38014,Mie Ayam,3,02/17/2025 00:00,15.0
INV03040,53796,Nasi Goreng,2,02/17/2025 00:00,20.0
INV03040,64928,Soto Ayam,1,02/17/2025 00:00,20.0
INV03040,99037,Jus Alpukat,2,02/17/2025 00:00,10.0
INV03040,53947,Ayam Geprek,2,02/17/2025 00:00,22.0
INV03041,63518,Bakso,1,03/15/2025 00:00,18.0
INV03042,54191,Es Teh,2,02/16/2025 00:00,5.0
INV03043,14746,Kopi Susu,1,03/06/2025 00:00,12.0
INV03043,65299,Bakso,3,03/06/2025 00:00,18.0
INV03043,19945,Rendang,3,03/06/2025 00:00,30.0
INV03043,43940,Es Teh,2,03/06/2025 00:00,5.0
INV03043,87168,Mie Ayam,3,03/06/2025 00:00,15.0
INV03044,65977,Sate Ayam,2,03/04/2025 00:00,25.0
INV03044,89733,Ayam Geprek,3,03/04/2025 00:00,22.0
INV03045,80388,Nasi Goreng,3,02/17/2025 00:00,20.0
INV03045,84309,Jus Alpukat,1,02/17/2025 00:00,10.0
INV03046,88745,Nasi Goreng,2,03/03/2025 00:00,20.0
INV03046,41666,Soto Ayam,2,03/03/2025 00:00,20.0
INV03046,48547,Kopi Susu,3,03/03/2025 00:00,12.0
INV03046,15246,Rendang,3,03/03/2025 00:00,30.0
INV03046,61725,Bakso,2,03/03/2025 00:00,18.0
INV03047,48798,Nasi Goreng,2,03/02/2025 00:00,20.0
INV03047,51377,Es Teh,3,03/02/2025 00:00,5.0
INV03048,48941,Jus Alpukat,3,03/31/2025 00:00,10.0
INV03049,18275,Rendang,1,03/28/2025 00:00,30.0
INV03049,92492,Mie Ayam,2,03/28/2025 00:00,15.0
INV03049,86614,Bakso,3,03/28/2025 00:00,18.0
INV03049,15764,Soto Ayam,3,03/28/2025 00:00,20.0
INV03050,25555,Kopi Susu,1,03/28/2025 00:00,12.0
INV03051,79233,Mie Ayam,2,02/27/2025 00:00,15.0
INV03051,19150,Soto Ayam,2,02/27/2025 00:00,20.0
INV03052,57722,Bakso,3,02/02/2025 00:00,18.0
INV03052,17730,Rendang,2,02/02/2025 00:00,30.0
INV03052,95521,Mie Ayam,1,02/02/2025 00:00,15.0
INV03052,54937,Ayam Geprek,3,02/02/2025 00:00,22.0
INV03052,23456,Nasi Goreng,2,02/02/2025 00:00,20.0
INV03053,46817,Nasi Goreng,3,02/27/2025 00:00,20.0
INV03053,23487,Soto Ayam,3,02/27/2025 00:00,20.0
INV03054,75504,Kopi Susu,3,02/12/2025 00:00,12.0
INV03054,83120,Es Teh,3,02/12/2025 00:00,5.0
INV03054,99516,Ayam Geprek,1,02/12/2025 00:00,22.0
INV03055,99759,Es Teh,2,03/04/2025 00:00,5.0
INV03055,16547,Soto Ayam,3,03/04/2025 00:00,20.0
INV03055,49333,Kopi Susu,3,03/04/2025 00:00,12.0
INV03055,45214,Mie Ayam,1,03/04/2025 00:00,15.0
INV03055,63328,Sate Ayam,2,03/04/2025 00:00,25.0
INV03056,21360,Nasi Goreng,2,03/23/2025 00:00,20.0
INV03056,65973,Mie Ayam,1,03/23/2025 00:00,15.0
INV03056,18779,Soto Ayam,1,03/23/2025 00:00,20.0
INV03056,14005,Rendang,1,03/23/2025 00:00,30.0
INV03057,86062,Sate Ayam,1,02/28/2025 00:00,25.0
INV03057,28625,Bakso,2,02/28/2025 00:00,18.0
INV03058,25438,Es Teh,2,02/05/2025 00:00,5.0
INV03058,83638,Kopi Susu,3,02/05/2025 00:00,12.0
INV03058,76830,Rendang,2,02/05/2025 00:00,30.0
INV03059,14393,Ayam Geprek,2,03/03/2025 00:00,22.0
INV03059,18224,Es Teh,1,03/03/2025 00:00,5.0
INV03059,20778,Nasi Goreng,3,03/03/2025 00:00,20.0
INV03059,59536,Kopi Susu,3,03/03/2025 00:00,12.0
INV03060,22450,Es Teh,3,03/29/2025 00:00,5.0
INV03060,35100,Mie Ayam,3,03/29/2025 00:00,15.0
INV03060,65912,Jus Alpukat,1,03/29/2025 00:00,10.0
INV03061,50677,Ayam Geprek,3,02/03/2025 00:00,22.0
INV03061,45338,Es Teh,2,02/03/2025 00:00,5.0
INV03062,55750,Bakso,3,02/05/2025 00:00,18.0
INV03062,44436,Rendang,1,02/05/2025 00:00,30.0
INV03062,60573,Mie Ayam,1,02/05/2025 00:00,15.0
INV03063,73641,Bakso,3,02/27/2025 00:00,18.0
INV03063,77618,Soto Ayam,2,02/27/2025 00:00,20.0
INV03063,46044,Jus Alpukat,1,02/27/2025 00:00,10.0
INV03063,63590,Sate Ayam,1,02/27/2025 00:00,25.0
INV03064,13184,Mie Ayam,3,02/07/2025 00:00,15.0
INV03064,66168,Rendang,3,02/07/2025 00:00,30.0
INV03064,79723,Es Teh,3,02/07/2025 00:00,5.0
INV03064,18511,Ayam Geprek,1,02/07/2025 00:00,22.0
INV03065,54431,Rendang,3,03/05/2025 00:00,30.0
INV03065,25495,Kopi Susu,2,03/05/2025 00:00,12.0
INV03065,96966,Es Teh,2,03/05/2025 00:00,5.0
INV03066,27868,Rendang,2,03/20/2025 00:00,30.0
INV03067,49905,Nasi Goreng,1,02/25/2025 00:00,20.0
INV03067,83576,Soto Ayam,2,02/25/2025 00:00,20.0
INV03067,94891,Es Teh,2,02/25/2025 00:00,5.0
INV03067,20228,Sate Ayam,3,02/25/2025 00:00,25.0
INV03068,87262,Kopi Susu,2,02/09/2025 00:00,12.0
INV03068,66762,Jus Alpukat,1,02/09/2025 00:00,10.0
INV03069,65841,Nasi Goreng,1,02/25/2025 00:00,20.0
INV03069,79629,Jus Alpukat,2,02/25/2025 00:00,10.0
INV03070,87182,Rendang,2,03/10/2025 00:00,30.0
INV03070,74629,Nasi Goreng,1,03/10/2025 00:00,20.0
INV03070,51094,Kopi Susu,2,03/10/2025 00:00,12.0
INV03070,85733,Es Teh,1,03/10/2025 00:00,5.0
INV03071,61345,Jus Alpukat,1,03/17/2025 00:00,10.0
INV03072,10196,Bakso,1,02/07/2025 00:00,18.0
INV03072,78539,Jus Alpukat,2,02/07/2025 00:00,10.0
INV03072,36181,Nasi Goreng,2,02/07/2025 00:00,20.0
INV03072,78374,Mie Ayam,1,02/07/2025 00:00,15.0
INV03073,75995,Bakso,1,03/21/2025 00:00,18.0
INV03074,93024,Kopi Susu,1,03/10/2025 00:00,12.0
INV03074,44484,Soto Ayam,2,03/10/2025 00:00,20.0
INV03074,48592,Sate Ayam,1,03/10/2025 00:00,25.0
INV03074,91302,Mie Ayam,3,03/10/2025 00:00,15.0
INV03074,20739,Rendang,1,03/10/2025 00:00,30.0
INV03075,86006,Bakso,2,02/23/2025 00:00,18.0
INV03075,52891,Ayam Geprek,1,02/23/2025 00:00,22.0
INV03075,61333,Jus Alpukat,1,02/23/2025 00:00,10.0
INV03076,16943,Jus Alpukat,2,02/26/2025 00:00,10.0
INV03076,35627,Sate Ayam,1,02/26/2025 00:00,25.0
INV03076,21272,Nasi Goreng,1,02/26/2025 00:00,20.0
INV03077,62938,Bakso,2,03/07/2025 00:00,18.0
INV03077,96854,Mie Ayam,2,03/07/2025 00:00,15.0
INV03077,31160,Soto Ayam,3,03/07/2025 00:00,20.0
INV03078,44604,Es Teh,1,03/13/2025 00:00,5.0
INV03078,47080,Jus Alpukat,2,03/13/2025 00:00,10.0
INV03079,25981,Bakso,1,03/18/2025 00:00,18.0
INV03079,80130,Sate Ayam,1,03/18/2025 00:00,25.0
INV03079,51597,Mie Ayam,3,03/18/2025 00:00,15.0
INV03080,39460,Rendang,2,03/15/2025 00:00,30.0
INV03080,78349,Es Teh,2,03/15/2025 00:00,5.0
INV03081,60680,Sate Ayam,2,03/20/2025 00:00,25.0
INV03082,15982,Rendang,2,03/22/2025 00:00,30.0
INV03082,38156,Sate Ayam,3,03/22/2025 00:00,25.0
INV03083,69532,Nasi Goreng,1,02/04/2025 00:00,20.0
INV03083,76840,Jus Alpukat,3,02/04/2025 00:00,10.0
INV03083,21808,Kopi Susu,2,02/04/2025 00:00,12.0
INV03083,99464,Bakso,1,02/04/2025 00:00,18.0
INV03084,17439,Kopi Susu,3,03/07/2025 00:00,12.0
INV03084,70401,Soto Ayam,3,03/07/2025 00:00,20.0
INV03084,71569,Ayam Geprek,1,03/07/2025 00:00,22.0
INV03085,10814,Mie Ayam,1,03/22/2025 00:00,15.0
INV03085,12627,Es Teh,3,03/22/2025 00:00,5.0
INV03085,40189,Sate Ayam,2,03/22/2025 00:00,25.0
INV03085,91583,Bakso,2,03/22/2025 00:00,18.0
INV03085,86016,Rendang,2,03/22/2025 00:00,30.0
INV03086,97943,Kopi Susu,1,02/26/2025 00:00,12.0
INV03086,70144,Sate Ayam,1,02/26/2025 00:00,25.0
INV03086,28840,Bakso,2,02/26/2025 00:00,18.0
INV03087,90172,Ayam Geprek,1,02/17/2025 00:00,22.0
INV03087,70830,Nasi Goreng,1,02/17/2025 00:00,20.0
INV03087,61180,Mie Ayam,3,02/17/2025 00:00,15.0
INV03087,27711,Rendang,3,02/17/2025 00:00,30.0
INV03088,66801,Soto Ayam,2,03/26/2025 00:00,20.0
INV03088,49522,Nasi Goreng,2,03/26/2025 00:00,20.0
INV03088,50097,Bakso,2,03/26/2025 00:00,18.0
INV03089,67065,Soto Ayam,3,03/01/2025 00:00,20.0
INV03089,38996,Jus Alpukat,1,03/01/2025 00:00,10.0
INV03089,58853,Rendang,1,03/01/2025 00:00,30.0
INV03089,40301,Sate Ayam,2,03/01/2025 00:00,25.0
INV03090,58948,Kopi Susu,1,02/19/2025 00:00,12.0
INV03091,38830,Sate Ayam,2,02/15/2025 00:00,25.0
INV03091,38754,Soto Ayam,3,02/15/2025 00:00,20.0
INV03091,67807,Ayam Geprek,2,02/15/2025 00:00,22.0
INV03091,29562,Rendang,1,02/15/2025 00:00,30.0
INV03091,47438,Jus Alpukat,2,02/15/2025 00:00,10.0
INV03092,78735,Soto Ayam,2,02/22/2025 00:00,20.0
INV03092,27105,Jus Alpukat,2,02/22/2025 00:00,10.0
INV03092,93147,Nasi Goreng,2,02/22/2025 00:00,20.0
INV03092,93725,Mie Ayam,2,02/22/2025 00:00,15.0
INV03093,23708,Bakso,2,03/18/2025 00:00,18.0
INV03093,56137,Kopi Susu,1,03/18/2025 00:00,12.0
INV03094,36960,Es Teh,2,03/01/2025 00:00,5.0
INV03094,48096,Jus Alpukat,2,03/01/2025 00:00,10.0
INV03094,47311,Kopi Susu,2,03/01/2025 00:00,12.0
INV03095,28080,Ayam Geprek,2,03/19/2025 00:00,22.0
INV03095,36925,Nasi Goreng,2,03/19/2025 00:00,20.0
INV03095,51246,Es Teh,2,03/19/2025 00:00,5.0
INV03096,98003,Ayam Geprek,2,03/27/2025 00:00,22.0
INV03097,85138,Sate Ayam,2,02/05/2025 00:00,25.0
INV03097,43233,Rendang,2,02/05/2025 00:00,30.0
INV03098,33287,Es Teh,2,03/16/2025 00:00,5.0
INV03099,29346,Sate Ayam,1,02/26/2025 00:00,25.0
INV03099,42045,Mie Ayam,3,02/26/2025 00:00,15.0
INV03099,84125,Nasi Goreng,1,02/26/2025 00:00,20.0
INV03099,81714,Rendang,2,02/26/2025 00:00,30.0
INV03100,93359,Rendang,1,03/19/2025 00:00,30.0
INV03101,86421,Mie Ayam,2,02/23/2025 00:00,15.0
INV03101,62325,Kopi Susu,1,02/23/2025 00:00,12.0
INV03102,66645,Bakso,2,03/27/2025 00:00,18.0
INV03103,71178,Ayam Geprek,3,03/06/2025 00:00,22.0
INV03104,58870,Jus Alpukat,3,03/11/2025 00:00,10.0
INV03104,26311,Sate Ayam,1,03/11/2025 00:00,25.0
INV03104,59150,Rendang,1,03/11/2025 00:00,30.0
INV03104,97234,Soto Ayam,3,03/11/2025 00:00,20.0
INV03104,92582,Es Teh,3,03/11/2025 00:00,5.0
INV03105,27464,Soto Ayam,3,02/11/2025 00:00,20.0
INV03105,22510,Ayam Geprek,1,02/11/2025 00:00,22.0
INV03105,20939,Bakso,1,02/11/2025 00:00,18.0
INV03105,39222,Nasi Goreng,1,02/11/2025 00:00,20.0
INV03106,56205,Jus Alpukat,1,03/23/2025 00:00,10.0
INV03106,79542,Mie Ayam,3,03/23/2025 00:00,15.0
INV03106,66254,Nasi Goreng,3,03/23/2025 00:00,20.0
INV03107,77478,Ayam Geprek,3,03/09/2025 00:00,22.0
INV03107,77341,Sate Ayam,3,03/09/2025 00:00,25.0
INV03108,62948,Nasi Goreng,3,02/27/2025 00:00,20.0
INV03108,96564,Sate Ayam,3,02/27/2025 00:00,25.0
INV03109,11385,Es Teh,3,02/28/2025 00:00,5.0
INV03109,79575,Jus Alpukat,1,02/28/2025 00:00,10.0
INV03109,77535,Sate Ayam,3,02/28/2025 00:00,25.0
INV03109,18348,Ayam Geprek,1,02/28/2025 00:00,22.0
INV03109,78243,Soto Ayam,1,02/28/2025 00:00,20.0
INV03110,28525,Jus Alpukat,2,02/19/2025 00:00,10.0
INV03110,43580,Sate Ayam,2,02/19/2025 00:00,25.0
INV03110,40757,Kopi Susu,1,02/19/2025 00:00,12.0
INV03110,20622,Es Teh,1,02/19/2025 00:00,5.0
INV03110,80515,Mie Ayam,3,02/19/2025 00:00,15.0
INV03111,20233,Sate Ayam,3,03/28/2025 00:00,25.0
INV03112,22435,Kopi Susu,1,02/07/2025 00:00,12.0
INV03112,86840,Sate Ayam,3,02/07/2025 00:00,25.0
INV03112,80936,Nasi Goreng,1,02/07/2025 00:00,20.0
INV03113,62770,Sate Ayam,1,02/16/2025 00:00,25.0
INV03114,97499,Jus Alpukat,3,03/16/2025 00:00,10.0
INV03114,85150,Es Teh,1,03/16/2025 00:00,5.0
INV03114,40231,Sate Ayam,3,03/16/2025 00:00,25.0
INV03115,85569,Nasi Goreng,2,02/02/2025 00:00,20.0
INV03115,81458,Ayam Geprek,3,02/02/2025 00:00,22.0
INV03115,37934,Sate Ayam,3,02/02/2025 00:00,25.0
INV03116,45023,Soto Ayam,3,02/06/2025 00:00,20.0
INV03117,54921,Rendang,2,03/20/2025 00:00,30.0
INV03118,10593,Nasi Goreng,2,02/17/2025 00:00,20.0
INV03118,47139,Bakso,1,02/17/2025 00:00,18.0
INV03118,16308,Mie Ayam,3,02/17/2025 00:00,15.0
INV03118,25732,Es Teh,2,02/17/2025 00:00,5.0
INV03119,52015,Mie Ayam,2,02/05/2025 00:00,15.0
INV03119,16685,Nasi Goreng,3,02/05/2025 00:00,20.0
INV03119,17168,Soto Ayam,2,02/05/2025 00:00,20.0
INV03120,86380,Ayam Geprek,3,02/09/2025 00:00,22.0
INV03120,75369,Rendang,2,02/09/2025 00:00,30.0
INV03121,72032,Jus Alpukat,1,02/04/2025 00:00,10.0
INV03122,37190,Mie Ayam,1,02/23/2025 00:00,15.0
INV03122,11537,Soto Ayam,1,02/23/2025 00:00,20.0
INV03122,40876,Kopi Susu,1,02/23/2025 00:00,12.0
INV03122,88696,Bakso,1,02/23/2025 00:00,18.0
INV03122,49998,Rendang,2,02/23/2025 00:00,30.0
INV03123,51303,Es Teh,1,03/25/2025 00:00,5.0
INV03123,71351,Jus Alpukat,3,03/25/2025 00:00,10.0
INV03123,46670,Mie Ayam,2,03/25/2025 00:00,15.0
INV03123,59477,Kopi Susu,2,03/25/2025 00:00,12.0
INV03123,99205,Nasi Goreng,3,03/25/2025 00:00,20.0
INV03124,37365,Kopi Susu,1,03/13/2025 00:00,12.0
INV03125,79943,Nasi Goreng,2,02/09/2025 00:00,20.0
INV03125,20737,Bakso,2,02/09/2025 00:00,18.0
INV03126,35883,Ayam Geprek,1,02/11/2025 00:00,22.0
INV03126,33665,Kopi Susu,1,02/11/2025 00:00,12.0
INV03127,14727,Sate Ayam,3,03/17/2025 00:00,25.0
INV03127,95433,Ayam Geprek,1,03/17/2025 00:00,22.0
INV03127,86875,Kopi Susu,2,03/17/2025 00:00,12.0
INV03127,77170,Mie Ayam,3,03/17/2025 00:00,15.0
INV03128,37329,Jus Alpukat,1,03/10/2025 00:00,10.0
INV03129,48405,Rendang,1,03/30/2025 00:00,30.0
INV03130,81983,Rendang,3,02/20/2025 00:00,30.0
INV03130,68451,Kopi Susu,2,02/20/2025 00:00,12.0
INV03130,11216,Nasi Goreng,2,02/20/2025 00:00,20.0
INV03130,96460,Ayam Geprek,2,02/20/2025 00:00,22.0
INV03130,68369,Jus Alpukat,1,02/20/2025 00:00,10.0
INV03131,48781,Mie Ayam,2,03/17/2025 00:00,15.0
INV03131,25383,Sate Ayam,3,03/17/2025 00:00,25.0
INV03132,34891,Nasi Goreng,2,03/17/2025 00:00,20.0
INV03132,51928,Jus Alpukat,1,03/17/2025 00:00,10.0
INV03132,36687,Es Teh,1,03/17/2025 00:00,5.0
INV03133,12206,Jus Alpukat,1,03/26/2025 00:00,10.0
INV03133,95186,Soto Ayam,1,03/26/2025 00:00,20.0
INV03133,88186,Nasi Goreng,1,03/26/2025 00:00,20.0
INV03133,51953,Bakso,2,03/26/2025 00:00,18.0
INV03133,14423,Rendang,2,03/26/2025 00:00,30.0
INV03134,19856,Soto Ayam,3,02/12/2025 00:00,20.0
INV03134,34944,Sate Ayam,3,02/12/2025 00:00,25.0
INV03134,93053,Nasi Goreng,1,02/12/2025 00:00,20.0
INV03134,92633,Ayam Geprek,3,02/12/2025 00:00,22.0
INV03134,93202,Jus Alpukat,1,02/12/2025 00:00,10.0
INV03135,55771,Soto Ayam,3,03/02/2025 00:00,20.0
INV03135,79192,Nasi Goreng,3,03/02/2025 00:00,20.0
INV03136,41114,Ayam Geprek,1,02/23/2025 00:00,22.0
INV03137,49351,Rendang,2,02/25/2025 00:00,30.0
INV03138,86605,Soto Ayam,2,02/15/2025 00:00,20.0
INV03139,73092,Mie Ayam,2,03/26/2025 00:00,15.0
INV03139,90173,Rendang,1,03/26/2025 00:00,30.0
INV03139,86805,Bakso,3,03/26/2025 00:00,18.0
INV03140,99869,Kopi Susu,3,03/06/2025 00:00,12.0
INV03140,16950,Sate Ayam,1,03/06/2025 00:00,25.0
INV03140,69237,Bakso,1,03/06/2025 00:00,18.0
INV03141,55193,Bakso,2,03/13/2025 00:00,18.0
INV03141,24237,Sate Ayam,1,03/13/2025 00:00,25.0
INV03141,38467,Nasi Goreng,1,03/13/2025 00:00,20.0
INV03142,42320,Sate Ayam,1,03/16/2025 00:00,25.0
INV03142,88826,Soto Ayam,2,03/16/2025 00:00,20.0
INV03143,86691,Es Teh,1,03/23/2025 00:00,5.0
INV03143,54264,Ayam Geprek,3,03/23/2025 00:00,22.0
INV03144,85681,Es Teh,2,03/30/2025 00:00,5.0
INV03144,89457,Mie Ayam,3,03/30/2025 00:00,15.0
INV03144,50367,Jus Alpukat,1,03/30/2025 00:00,10.0
INV03144,60868,Rendang,2,03/30/2025 00:00,30.0
INV03144,86042,Kopi Susu,2,03/30/2025 00:00,12.0
INV03145,48761,Kopi Susu,3,02/05/2025 00:00,12.0
INV03145,61603,Bakso,3,02/05/2025 00:00,18.0
INV03145,94443,Jus Alpukat,2,02/05/2025 00:00,10.0
INV03146,25003,Ayam Geprek,3,03/20/2025 00:00,22.0
INV03146,28264,Jus Alpukat,1,03/20/2025 00:00,10.0
INV03146,72865,Kopi Susu,1,03/20/2025 00:00,12.0
INV03147,94586,Mie Ayam,2,03/26/2025 00:00,15.0
INV03147,83762,Nasi Goreng,2,03/26/2025 00:00,20.0
INV03148,67531,Nasi Goreng,2,02/25/2025 00:00,20.0
INV03148,46135,Rendang,2,02/25/2025 00:00,30.0
INV03148,68981,Soto Ayam,2,02/25/2025 00:00,20.0
INV03149,16195,Soto Ayam,3,02/09/2025 00:00,20.0
INV03149,90406,Kopi Susu,2,02/09/2025 00:00,12.0
INV03149,11638,Rendang,2,02/09/2025 00:00,30.0
INV03149,63882,Bakso,1,02/09/2025 00:00,18.0
INV03149,65623,Sate Ayam,2,02/09/2025 00:00,25.0
INV03150,36835,Mie Ayam,1,03/12/2025 00:00,15.0
